aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
86818,,2130706432.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,164476.0,3382452.0,1200080.0,38050.0,0.0,2184138.0,0.0,0.0,0.0,0.0,0.0,4615712.0,4236278.0,531912.0,309102.0,0.0,0.0,0.0,0.0,384.0,98.0,0.0,0.0,0.0,0.0,0.0,1210.0,936774.0,3573546.0,273934.0,0.0,2056.0,544.0,1520.0,1542.0,256064.0,4523194.0,544.0,0.0,0.0,0.0,1321056.0,1059346.0,410644.0,395372.0,389506.0,428868.0,780356.0,316.0,0.0,0.0,5148196.0,0.0,102.0,278.0,14.0,2184138.0,46774.0,328670.0,202230.0,152400.0,100400.0,111660.0,126240.0,,,,,34040.0,86818.53,5148196.0,5148196.0,5173604.0,27612.0,4532.0,26794.0,301580.0,4785464.0,1209600.0,135976.0,0.0,84.0,0.0,4229316.48,0.0,552318.72,0.0,1106.0,0.0,0.0,0.0,7596.0,1000370.0,2330432.0,1331066.0,98908.0,15710.0,1382.0,928.0,936.0,5148196.0,,6042.0,866.0,27250.0,389740.0,219330.0,3444602.0,693458.0,4176.0,0.0,0.0,486.0,312.0,4240110.0,129988.0,0.0,2128.0,0.0,0.0,4269672.0,3340.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26484.0,119026.0,27582.0,0.0,0.0,129780.0,21744.0,7732280.0,788600.0,0.0,0.0,0.0,0.0,0.0,1442.7,1716.0,581788.0,622222.0,369320.0,216684.0,466474.0,455618.0,432258.0,401676.0,1145838.0,93586.0,0.0,0.0
27090,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671080.0,0.0,106.0,0.0,2372.0,4122.0,1345998.0,1248416.0,205882.0,80210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554436.0,0.0,0.0,0.0,0.0,671080.0,11944.0,130206.0,75150.0,157380.0,,,,,,,,46640.0,27089.6,1554436.0,1554436.0,1254.0,0.0,0.0,33180.0,342760.0,0.0,1209600.0,0.0,2.0,26.0,0.0,1292627.52,8.64,139279.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1554436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,628.0,1301404.0,64796.0,0.0,614.0,0.0,0.0,1303214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19084,,2130706432.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,60438.0,1152160.0,259790.0,2150.0,0.0,656364.0,0.0,0.0,0.0,0.0,0.0,1476596.0,1304926.0,350832.0,144668.0,0.0,0.0,0.0,0.0,324.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,676168.0,574828.0,223924.0,0.0,9848.0,5442.0,8018.0,13250.0,58218.0,1379888.0,256.0,0.0,0.0,0.0,590536.0,537412.0,176814.0,87234.0,45750.0,23344.0,13254.0,576.0,0.0,0.0,1827650.0,80.0,66.0,46.0,2.0,656364.0,20614.0,192006.0,158012.0,248980.0,,,,,,,,99360.0,19084.38,1827650.0,1827650.0,1811322.0,5431.0,48.0,59964.0,615160.0,1474920.0,1209600.0,26944.0,10.0,64.0,0.0,1086322.56,0.0,387557.76,74.0,496.0,0.0,0.0,0.0,2774.0,756828.0,587606.0,120514.0,6428.0,760.0,10.0,8.0,14.0,1827650.0,,2168.0,276.0,39036.0,279038.0,78528.0,920772.0,149552.0,5394.0,156.0,0.0,282.0,834.0,1105870.0,3538.0,0.0,1334.0,0.0,10.0,1108242.0,1542.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12020.0,13244.0,6614.0,0.0,0.0,19738.0,4694.0,5212560.0,523930.0,0.0,0.0,0.0,0.0,0.0,694.96,674.0,401028.0,161288.0,88458.0,83722.0,456590.0,274860.0,8768.0,132.0,74.0,0.0,0.0,0.0
256162,,,,,,0.0,0.0,0.0,3332.0,400524.0,7071112.0,10058230.0,1756670.0,21202.0,638.0,7041608.0,1426.0,1148.0,,4652.0,8970.0,14576894.0,12229074.0,4979992.0,2240418.0,,0.0,9902.0,0.0,,,0.0,0.0,0.0,0.0,347446.0,9590586.0,7325778.0,1770082.0,277816.0,0.0,22212.0,17058.0,23422.0,38746.0,5641336.0,13558900.0,10034.0,0.0,0.0,0.0,6605968.0,3989386.0,1405816.0,1149512.0,1042952.0,1110592.0,1661560.0,1984474.0,353234.0,8214.0,19570516.0,,,,,7041608.0,234342.0,1765514.0,3195786.0,320560.0,390660.0,333580.0,328440.0,285300.0,331160.0,332780.0,296000.0,56720.0,256162.87,19570516.0,19570516.0,,134475.0,,,124880.0,,1209600.0,,,,,16812848.64,0.0,2475497.28,,,0.0,0.0,55638.0,2878780.0,9472426.0,5773800.0,877164.0,206416.0,45170.0,2314.0,,,19570516.0,,30712.0,7662.0,1162890.0,1136984.0,2554542.0,12921888.0,1462558.0,34460.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,144558.0,,,,,,,,,,,,,,,,2615786.0,5630088.0,2915214.0,1189142.0,2287032.0,1714218.0,1190426.0,636664.0,1041002.0,92136.0,,
6,0.0,52.0,28.0,8.0,20.0,0.0,0.0,0.0,0.0,16.0,3158.0,8898.0,0.0,0.0,0.0,4612.0,0.0,0.0,0.0,0.0,0.0,9746.0,5894.0,16078.0,840.0,0.0,0.0,0.0,0.0,66.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,11330.0,0.0,2794.0,332.0,512.0,282.0,298.0,7646.0,208.0,0.0,0.0,0.0,9188.0,856.0,194.0,84.0,490.0,826.0,282.0,134.0,18.0,0.0,25866.0,0.0,2.0,4.0,2.0,4612.0,294.0,11774.0,4138.0,,,,,,,,,15740.0,5.62,25866.0,25866.0,34184.0,54.0,36.0,2342.0,25560.0,12156.0,1209600.0,622.0,0.0,8.0,0.0,4383.36,0.0,5461.44,18.0,50.0,0.0,0.0,0.0,1134.0,8566.0,2116.0,246.0,10.0,0.0,0.0,0.0,6.0,25866.0,0.0,2452.0,20.0,28.0,244.0,2120.0,1878.0,4568.0,730.0,32.0,0.0,86.0,294.0,3840.0,62.0,0.0,94.0,0.0,0.0,5204.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1368.0,234.0,108.0,42.0,3820.0,388.0,2586.0,20.0,0.0,0.0,0.0,201.98,90.0,8002.0,3732.0,202.0,50.0,62.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0
28970,,172.0,,0.0,0.0,0.0,0.0,0.0,0.0,90456.0,1330882.0,510856.0,17648.0,150.0,0.0,1181870.0,0.0,160.0,0.0,1130.0,2732.0,1691506.0,1413360.0,721480.0,221922.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,5854.0,890580.0,409796.0,643758.0,0.0,1566.0,770.0,1586.0,8384.0,1020610.0,889552.0,27520.0,0.0,0.0,0.0,590090.0,465356.0,185740.0,138590.0,113272.0,104694.0,132302.0,155760.0,54914.0,9268.0,2414538.0,128.0,102.0,176.0,2.0,1181870.0,40972.0,494292.0,226052.0,348200.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,369060.0,28970.58,2414538.0,2414538.0,2383070.0,12743.0,102850.0,117150.0,1200620.0,1949982.0,1209600.0,56608.0,,,,1798126.08,0.0,149529.6,,,0.0,0.0,5310.0,685142.0,866890.0,359528.0,25882.0,5774.0,1348.0,112.0,,50.0,2414538.0,,1816.0,392.0,69602.0,51474.0,282670.0,1382082.0,155364.0,6578.0,8.0,0.0,246.0,56.0,494428.0,26580.0,0.0,82240.0,0.0,0.0,1642552.0,1472.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27846.0,25714.0,5358.0,0.0,0.0,74318.0,10426.0,3044840.0,381398.0,2178804.0,61666.0,0.0,0.0,0.0,,,164980.0,381442.0,280518.0,178140.0,732056.0,212796.0,36.0,20.0,0.0,0.0,0.0,0.0
176,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,102.0,4740.0,13928.0,0.0,0.0,0.0,8018.0,0.0,0.0,0.0,0.0,0.0,33974.0,30104.0,9058.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17536.0,0.0,1234.0,0.0,1354.0,78.0,160.0,500.0,400.0,14618.0,1660.0,0.0,0.0,0.0,12840.0,3872.0,962.0,388.0,152.0,58.0,292.0,206.0,0.0,0.0,43058.0,10.0,14.0,14.0,2.0,8018.0,368.0,4694.0,4270.0,,,,,,,,,8820.0,175.0,43058.0,43058.0,44158.0,57.0,538.0,4108.0,42740.0,18770.0,1209600.0,0.0,,,,13468.8,0.0,3983.04,,,0.0,0.0,0.0,926.0,13734.0,3856.0,198.0,42.0,14.0,0.0,,0.0,43058.0,,1312.0,20.0,804.0,556.0,1768.0,7438.0,5860.0,1012.0,0.0,0.0,,,,,,,,,,114.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,108.0,26.0,0.0,0.0,1168.0,208.0,53660.0,5800.0,0.0,0.0,0.0,0.0,0.0,,,5690.0,5778.0,1838.0,404.0,1482.0,3574.0,4.0,0.0,0.0,0.0,0.0,0.0
62,0.0,2130706432.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8772.0,5542.0,0.0,0.0,0.0,5840.0,0.0,0.0,0.0,0.0,0.0,20832.0,16028.0,28908.0,1254.0,0.0,0.0,0.0,0.0,54.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14328.0,0.0,112.0,14.0,26.0,516.0,498.0,3304.0,9858.0,0.0,0.0,0.0,10392.0,1746.0,462.0,338.0,272.0,550.0,258.0,136.0,114.0,60.0,49810.0,0.0,0.0,2.0,0.0,5840.0,444.0,25598.0,3286.0,,,,,,,,,28460.0,61.79,49810.0,49810.0,49022.0,60.0,52.0,4684.0,49340.0,14436.0,1209600.0,1034.0,2.0,6.0,0.0,8300.16,0.0,5123.52,2.0,16.0,0.0,0.0,0.0,2760.0,9106.0,2330.0,116.0,16.0,0.0,0.0,10.0,14.0,49810.0,0.0,1038.0,22.0,24.0,2582.0,1874.0,7216.0,1548.0,24.0,0.0,0.0,208.0,272.0,7802.0,96.0,0.0,0.0,0.0,0.0,8718.0,56.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,896.0,456.0,144.0,128.0,26120.0,2686.0,0.0,128.0,0.0,0.0,0.0,1.18,86.0,6420.0,6276.0,612.0,224.0,280.0,230.0,274.0,12.0,0.0,0.0,0.0,0.0
24,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4064.0,4826.0,0.0,0.0,0.0,3180.0,0.0,478.0,0.0,0.0,0.0,14570.0,11184.0,11694.0,368.0,0.0,0.0,0.0,0.0,16.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8904.0,0.0,1304.0,14.0,18.0,28.0,50.0,7488.0,2.0,0.0,0.0,0.0,6672.0,906.0,188.0,94.0,258.0,544.0,92.0,142.0,6.0,2.0,26286.0,0.0,4.0,14.0,0.0,3180.0,258.0,9662.0,1968.0,,,,,,,,,11480.0,23.83,26286.0,26286.0,26170.0,36.0,214.0,2468.0,25920.0,8950.0,1209600.0,544.0,0.0,2.0,0.0,3869.76,0.0,4019.52,0.0,42.0,0.0,0.0,0.0,1446.0,6208.0,1232.0,18.0,0.0,0.0,0.0,12.0,18.0,26286.0,0.0,1204.0,28.0,26.0,10.0,1204.0,1472.0,3946.0,950.0,64.0,0.0,6.0,76.0,3580.0,156.0,0.0,18.0,0.0,0.0,4504.0,52.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,1430.0,532.0,242.0,54.0,620.0,386.0,42.0,10.0,0.0,0.0,0.0,231.9,104.0,5176.0,2584.0,744.0,108.0,88.0,68.0,60.0,76.0,0.0,0.0,0.0,0.0
44410,,296.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,651484.0,1325724.0,561746.0,25154.0,556.0,1210464.0,0.0,0.0,0.0,0.0,0.0,2396272.0,2183642.0,252034.0,179022.0,0.0,0.0,0.0,0.0,344.0,106.0,0.0,0.0,0.0,0.0,0.0,34378.0,1343866.0,946600.0,240424.0,0.0,2456.0,350.0,578.0,105024.0,2209844.0,246694.0,322.0,0.0,0.0,0.0,742294.0,542210.0,253004.0,211086.0,187078.0,215128.0,414290.0,178.0,0.0,0.0,2648634.0,0.0,20.0,92.0,2.0,1210464.0,27854.0,149838.0,101790.0,101200.0,129460.0,,,,,,,18020.0,44410.5,2648634.0,2648634.0,2658478.0,15079.0,33402.0,20968.0,225500.0,2565268.0,1209600.0,82080.0,0.0,52.0,0.0,2251857.6,0.0,310678.08,0.0,0.0,0.0,0.0,0.0,39472.0,865982.0,965418.0,631362.0,56706.0,5756.0,572.0,192.0,200.0,2648634.0,,3626.0,376.0,1774.0,226994.0,105908.0,1531726.0,690938.0,3924.0,2.0,0.0,440.0,246.0,2216548.0,7274.0,0.0,10128.0,0.0,0.0,2271050.0,1652.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13248.0,44010.0,7884.0,0.0,0.0,87000.0,18666.0,73040.0,37690.0,0.0,0.0,0.0,0.0,4410530.0,1091.64,806.0,329792.0,337970.0,294912.0,143906.0,295798.0,231124.0,227322.0,180974.0,480058.0,43412.0,0.0,0.0
59068,,964.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1193020.0,2452636.0,447032.0,18040.0,0.0,1997634.0,0.0,0.0,0.0,0.0,0.0,3427134.0,2821576.0,1764768.0,488654.0,0.0,0.0,0.0,0.0,948.0,380.0,0.0,0.0,0.0,0.0,0.0,108612.0,2801474.0,515854.0,685820.0,0.0,11760.0,10842.0,15758.0,100478.0,2652172.0,1318664.0,2086.0,0.0,0.0,0.0,1811798.0,779228.0,364632.0,272274.0,199716.0,148588.0,136008.0,398750.0,766.0,0.0,5192774.0,1614.0,3816.0,482.0,10.0,1997634.0,72176.0,1178126.0,577468.0,434800.0,418380.0,390560.0,435000.0,,,,,75880.0,59068.13,5192774.0,5192774.0,5169942.0,24267.0,2378.0,27512.0,344380.0,4111760.0,1209600.0,107594.0,0.0,204.0,0.0,3271797.12,0.0,836031.36,0.0,0.0,0.0,0.0,0.0,189634.0,2191736.0,1500290.0,205790.0,20234.0,3972.0,104.0,404.0,414.0,5192774.0,,7590.0,754.0,110056.0,509308.0,282226.0,2535780.0,649180.0,16666.0,200.0,0.0,1694.0,782.0,3202542.0,252574.0,116.0,8646.0,0.0,0.0,3316842.0,2826.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38486.0,38618.0,10218.0,0.0,0.0,145418.0,31466.0,80420.0,12148.0,0.0,0.0,0.0,0.0,4994860.0,1670.42,1794.0,886704.0,603474.0,372694.0,213146.0,510362.0,484234.0,470104.0,312068.0,258918.0,56.0,0.0,0.0
3078,,188.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,36642.0,184036.0,96386.0,1208.0,0.0,170792.0,9162.0,116.0,0.0,0.0,0.0,246302.0,178624.0,104472.0,59564.0,0.0,0.0,5042.0,0.0,852.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,70894.0,247586.0,0.0,0.0,342.0,106.0,142.0,4956.0,195554.0,117376.0,4.0,0.0,0.0,0.0,149948.0,70086.0,24718.0,14232.0,10722.0,9092.0,11490.0,28192.0,0.0,0.0,350888.0,0.0,184.0,170.0,6.0,170792.0,8730.0,35980.0,67714.0,,,,,,,,,103300.0,3077.31,350888.0,350888.0,349630.0,1832.0,1704.0,34442.0,349840.0,318480.0,1209600.0,12400.0,20.0,16.0,0.0,257477.76,0.0,60402.24,0.0,0.0,0.0,0.0,0.0,2446.0,72278.0,124734.0,113380.0,5164.0,456.0,22.0,52.0,56.0,350888.0,,564.0,78.0,414.0,19976.0,26204.0,137842.0,126388.0,6866.0,148.0,0.0,276.0,244.0,241692.0,57004.0,44.0,164.0,0.0,0.0,263342.0,364.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7032.0,1560.0,320.0,0.0,0.0,9084.0,1344.0,37840.0,7994.0,0.0,0.0,0.0,0.0,68500.0,220.6,208.0,62712.0,117114.0,56712.0,51832.0,16282.0,8844.0,1954.0,1074.0,1956.0,0.0,0.0,0.0
224096,0.0,2984.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922528.0,0.0,0.0,0.0,323682.0,485440.0,13106204.0,11678796.0,4388280.0,1401736.0,8.0,0.0,0.0,0.0,9216.0,10168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17821298.0,5620.0,30286.0,43796.0,10.0,6922528.0,209894.0,2894300.0,1479724.0,313520.0,211700.0,303080.0,239340.0,302360.0,330820.0,325560.0,329700.0,133500.0,224096.34,17821298.0,17821298.0,214.0,0.0,31786.0,68300.0,853860.0,0.0,1209600.0,527150.0,2.0,92.0,0.0,12292666.56,139146.24,2755960.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6246.0,7152.0,17821298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,7264.0,8853656.0,4745878.0,0.0,3852.0,0.0,0.0,8934702.0,13592.0,4066.0,0.0,0.0,22920.0,152016.0,0.0,0.0,0.0,0.0,103510.0,32044.0,6354.0,31402992.0,4767082.0,465976.0,91192.0,506000.0,137926.0,17438532.0,51486.0,0.0,0.0,8417730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,,50.0,36.0,0.0,0.0,0.0,0.0,0.0,2932.0,2888.0,1082.0,1652.0,0.0,0.0,0.0,1974.0,0.0,56.0,0.0,2334.0,5088.0,13220.0,13304.0,22778.0,302.0,0.0,0.0,0.0,0.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,7700.0,0.0,928.0,32.0,18.0,32.0,1438.0,6106.0,0.0,0.0,0.0,0.0,5936.0,1662.0,140.0,226.0,62.0,44.0,342.0,142.0,0.0,0.0,38374.0,0.0,8.0,16.0,0.0,1974.0,160.0,20630.0,2128.0,,,,,,,,,22600.0,20.63,38374.0,38374.0,39826.0,27.0,0.0,3746.0,38100.0,8554.0,1209600.0,328.0,0.0,8.0,0.0,2602.56,98.88,4964.16,0.0,12.0,0.0,3324.0,2242.0,1366.0,910.0,712.0,0.0,0.0,0.0,0.0,0.0,4.0,38374.0,,928.0,6.0,28.0,20.0,12.0,2066.0,4640.0,836.0,18.0,0.0,28.0,54.0,2670.0,150.0,0.0,8.0,0.0,0.0,2830.0,46.0,90.0,0.0,0.0,240.0,506.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,230.0,34.0,32.0,20.0,60.0,6.0,39100.0,14.0,0.0,0.0,0.0,60.96,42.0,6180.0,1942.0,126.0,42.0,66.0,42.0,52.0,104.0,0.0,0.0,0.0,0.0
1494,,72.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,28892.0,64822.0,2670.0,0.0,0.0,40168.0,0.0,0.0,0.0,0.0,0.0,92888.0,84362.0,11598.0,5620.0,0.0,0.0,0.0,0.0,104.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,59182.0,37348.0,0.0,0.0,164.0,20.0,46.0,60.0,11482.0,84162.0,596.0,0.0,0.0,0.0,42758.0,41476.0,8962.0,2496.0,652.0,132.0,48.0,6.0,0.0,0.0,104526.0,0.0,0.0,14.0,0.0,40168.0,962.0,4550.0,6954.0,,,,,,,,,11300.0,1494.24,104526.0,104526.0,107476.0,322.0,220.0,10222.0,104180.0,96530.0,1209600.0,2536.0,0.0,2.0,0.0,80909.76,0.0,15502.08,0.0,0.0,0.0,0.0,0.0,2314.0,81556.0,11646.0,794.0,184.0,36.0,0.0,2.0,6.0,104526.0,,220.0,24.0,86.0,6482.0,2310.0,24320.0,59440.0,3600.0,48.0,0.0,112.0,182.0,80968.0,3798.0,0.0,72.0,0.0,32.0,81860.0,138.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,438.0,106.0,0.0,0.0,2468.0,688.0,3660.0,742.0,0.0,0.0,0.0,0.0,494260.0,131.5,76.0,16668.0,11196.0,5704.0,2754.0,21602.0,34408.0,4044.0,154.0,0.0,0.0,0.0,0.0
53198,,1488.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,80800.0,902238.0,2550620.0,874330.0,51076.0,3420.0,2059882.0,9936.0,118.0,0.0,0.0,0.0,3664844.0,2914572.0,1207722.0,578836.0,0.0,0.0,2378.0,0.0,9186.0,1606.0,0.0,0.0,0.0,0.0,0.0,61436.0,2345820.0,1594066.0,461162.0,0.0,8740.0,8076.0,14872.0,518632.0,3023386.0,888560.0,216.0,2.0,0.0,0.0,2039050.0,912578.0,336748.0,301074.0,287894.0,247854.0,208638.0,126960.0,1688.0,0.0,4874488.0,154.0,56.0,434.0,56.0,2059882.0,83634.0,466670.0,730882.0,339340.0,300440.0,303200.0,232240.0,,,,,12940.0,53197.12,4874488.0,4874488.0,4824858.0,23624.0,4064.0,109938.0,13140.0,4462484.0,1209600.0,154206.0,2.0,270.0,0.0,3368592.0,0.0,1088322.24,0.0,0.0,0.0,0.0,4594.0,229880.0,1665774.0,1962164.0,556682.0,37902.0,5384.0,104.0,0.0,6.0,4874488.0,,10798.0,1254.0,166544.0,374234.0,314646.0,2242624.0,1273554.0,78078.0,752.0,0.0,2050.0,4782.0,3271394.0,57076.0,10.0,472.0,0.0,0.0,3428476.0,4318.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57510.0,49170.0,9414.0,0.0,0.0,131060.0,26566.0,199920.0,57562.0,2131144.0,1588.0,0.0,0.0,4434520.0,2627.62,3138.0,1158200.0,1015194.0,481546.0,211250.0,416084.0,362284.0,263808.0,188686.0,355420.0,10012.0,0.0,0.0
38770,,754.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0,481048.0,1882840.0,580478.0,17492.0,152.0,1527334.0,0.0,0.0,0.0,0.0,0.0,2179986.0,1530472.0,997106.0,584382.0,0.0,0.0,0.0,0.0,1134.0,1248.0,0.0,0.0,0.0,0.0,0.0,268162.0,1865618.0,566550.0,263488.0,0.0,1806.0,660.0,1430.0,160102.0,2469420.0,330378.0,22.0,0.0,0.0,0.0,1267046.0,508860.0,299484.0,264636.0,290350.0,316920.0,16522.0,0.0,0.0,0.0,3177566.0,0.0,572.0,332.0,12.0,1527334.0,82950.0,540494.0,451900.0,377300.0,374740.0,,,,,,,238280.0,38770.19,3177566.0,3177566.0,3169878.0,17461.0,1074.0,70284.0,752020.0,2963818.0,1209600.0,121258.0,0.0,104.0,0.0,2610621.12,0.0,350975.04,0.0,0.0,0.0,0.0,0.0,35850.0,769084.0,1624302.0,487324.0,37224.0,8160.0,1874.0,4.0,12.0,3177566.0,,4278.0,626.0,90370.0,186354.0,101578.0,2110356.0,451252.0,18814.0,190.0,0.0,618.0,2194.0,2598020.0,89994.0,56.0,11026.0,0.0,0.0,2629230.0,2052.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54036.0,40656.0,9342.0,0.0,0.0,134146.0,28312.0,32160.0,5370.0,0.0,0.0,0.0,0.0,1073290.0,1071.12,1250.0,372238.0,641952.0,823296.0,384864.0,425544.0,219188.0,67246.0,19214.0,10216.0,60.0,0.0,0.0
22,,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,23184.0,113338.0,25062.0,0.0,0.0,62366.0,0.0,0.0,0.0,0.0,0.0,108952.0,67106.0,70352.0,31000.0,0.0,0.0,0.0,0.0,90.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,160374.0,0.0,1506.0,0.0,1906.0,54.0,76.0,146.0,11254.0,148402.0,42.0,0.0,0.0,0.0,136578.0,17684.0,3526.0,1634.0,702.0,446.0,938.0,372.0,0.0,0.0,179396.0,8.0,18.0,10.0,0.0,62366.0,3632.0,11912.0,57970.0,,,,,,,,,69280.0,21.6,179396.0,179396.0,178128.0,276.0,266.0,16992.0,178500.0,161880.0,1209600.0,8528.0,0.0,50.0,0.0,62199.36,0.0,97859.52,0.0,30.0,0.0,0.0,0.0,10836.0,68760.0,79244.0,2676.0,360.0,4.0,0.0,4.0,8.0,179396.0,,2138.0,78.0,510.0,50596.0,23298.0,39370.0,39176.0,6490.0,224.0,0.0,68.0,214.0,58818.0,72.0,0.0,1386.0,0.0,0.0,67968.0,672.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546.0,0.0,2.0,0.0,0.0,4270.0,712.0,19020.0,2176.0,0.0,0.0,0.0,0.0,0.0,310.72,236.0,104602.0,55654.0,1466.0,104.0,42.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
